,listing_id,num_rooms,square_meters,renovation,ceiling_height,garbage_chute,house_size,flat_floor,type_of_building,price_per_month,deposit,utility_bills,rental_period,prepayment,metro,balcony_count,loggia_count,combined_bathroom_count,separated_bathroom_count,windows_street,windows_yard,kids_allowded,pets_allowded,is_dishwasher,is_internet,is_air_conditioner,is_bathtub,is_shower,is_tv,is_furniture_in_kitchen,is_washing_machine,is_furniture_in_rooms,is_fridge,is_phone,passenger_elevator_capacity,cargo_elevator_capacity,square_meters_rounded,parking_mult_lev,roof_parking,ground_parking,parking_unknown,parking_open,undergr_parking
17010,274692145,1.0,40.0,2,2.64,0,19,4,0.17852962488155621,55000.0,55000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,40.0,0,0,0,1,0,0
17011,266141709,1.0,38.0,3,3.0,0,5,5,0.19240844991917952,55000.0,60000.0,0.0,0,1.0,0.005462348809988295,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,40.0,0,0,0,1,0,0
17012,274406627,2.0,45.0,2,3.2,0,5,2,0.13204392174349255,58000.0,58000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,45.0,0,0,0,1,0,0
17013,274397008,1.0,30.0,1,2.64,0,20,2,0.17852962488155621,85000.0,85000.0,0.0,0,1.0,0.005462348809988295,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,30.0,0,0,0,1,0,0
17014,273895871,2.0,46.0,1,3.1,0,17,7,0.17852962488155621,95000.0,95000.0,0.0,0,1.0,0.002898389164483585,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,45.0,0,0,0,1,0,0
17015,272005096,2.0,65.0,2,3.0,0,17,8,0.17852962488155621,100000.0,100000.0,0.0,0,1.0,0.002898389164483585,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,65.0,0,0,0,0,0,1
17016,243092786,2.0,41.0,1,2.64,0,6,4,0.17852962488155621,110000.0,110000.0,0.0,0,1.0,0.0013377180759155008,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,40.0,0,0,0,1,0,0
17017,274317150,3.0,70.0,1,3.0,0,19,5,0.040633186555933336,128000.0,128000.0,0.0,0,1.0,0.007580402430187838,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,70.0,0,0,0,0,0,1
17018,272553850,3.0,71.0,2,3.2,0,13,2,0.13204392174349255,150000.0,150000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,70.0,0,0,1,0,0,0
17019,271519724,2.0,60.0,1,2.64,0,17,9,0.17852962488155621,150000.0,150000.0,0.0,0,1.0,0.002898389164483585,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,60.0,0,0,0,1,0,0
17020,272389025,3.0,75.0,1,2.64,0,17,8,0.17852962488155621,150000.0,150000.0,0.0,0,1.0,0.002898389164483585,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,75.0,0,0,0,1,0,0
17021,272503477,2.0,68.0,1,3.0,0,17,11,0.17852962488155621,150000.0,150000.0,0.0,0,1.0,0.002898389164483585,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,70.0,0,0,0,0,0,1
17022,274094215,2.0,63.0,1,3.2,0,6,2,0.13204392174349255,170000.0,170000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,65.0,0,0,0,0,0,1
17023,274020735,2.0,63.0,2,3.2,0,6,3,0.13204392174349255,170000.0,170000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,65.0,0,0,1,0,0,0
17024,271602590,4.0,106.0,2,3.1,1,17,5,0.17852962488155621,199000.0,199000.0,0.0,0,1.0,0.002898389164483585,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,105.0,0,0,0,0,0,1
17025,272503386,3.0,105.0,1,3.0,0,17,12,0.17852962488155621,200000.0,200000.0,0.0,0,1.0,0.002898389164483585,0,0,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,105.0,0,0,0,0,0,1
17026,274533126,3.0,80.0,1,3.1,0,13,8,0.17852962488155621,260000.0,260000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80.0,0,0,0,0,0,1
17028,274134971,3.0,78.0,2,2.64,0,7,2,0.19240844991917952,95000.0,95000.0,0.0,0,1.0,0.007580402430187838,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,80.0,0,0,0,1,0,0
17029,274253591,1.0,40.0,2,2.7,1,14,3,0.19240844991917952,42000.0,42000.0,0.0,0,1.0,0.0015049328354049384,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
17030,252321027,2.0,50.0,1,2.64,0,20,3,0.13204392174349255,115000.0,115000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,2,2,50.0,0,0,0,0,0,1
17031,273811862,1.0,40.0,3,2.64,1,14,3,0.19240844991917952,42000.0,42000.0,0.0,0,1.0,0.0015049328354049384,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,40.0,0,0,1,0,0,0
17032,274437654,2.0,56.0,3,2.64,1,6,4,0.19240844991917952,60000.0,60000.0,0.0,0,1.0,0.007580402430187838,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.0,0,0,0,1,0,0
17033,274897293,1.0,35.0,2,2.64,0,5,1,0.19240844991917952,37000.0,37000.0,0.0,0,1.0,0.005462348809988295,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
17034,255563845,1.0,35.0,3,2.64,1,9,5,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.005573825316314587,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
17035,274948195,2.0,44.0,3,2.64,0,5,4,0.19240844991917952,50000.0,50000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
17036,274944149,1.0,24.0,1,3.1,0,12,2,0.17852962488155621,60000.0,50000.0,0.0,0,1.0,0.017446073240064655,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,2,2,25.0,0,0,0,1,0,0
17037,274755456,1.0,28.0,1,2.64,0,20,2,0.17852962488155621,75000.0,75000.0,0.0,0,1.0,0.005573825316314587,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,30.0,0,0,0,0,0,1
17038,263980761,2.0,42.0,1,2.64,0,18,9,0.17852962488155621,85000.0,85000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,40.0,0,0,0,0,0,1
17039,274809979,4.0,77.0,3,2.64,1,8,3,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.005573825316314587,1,0,2,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,75.0,0,0,0,1,0,0
17040,262310992,2.0,60.0,1,2.64,1,11,11,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,2,0,60.0,0,0,0,1,0,0
17041,265379117,2.0,45.0,1,3.0,0,17,3,0.17852962488155621,105000.0,105000.0,0.0,0,1.0,0.002898389164483585,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,45.0,0,0,0,0,0,1
17042,271201128,2.0,50.0,1,2.64,1,11,7,0.19240844991917952,120000.0,120000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2,0,50.0,0,0,0,1,0,0
17043,261418182,2.0,58.0,1,3.0,0,20,11,0.17852962488155621,120000.0,120000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,60.0,0,0,0,1,0,0
17044,251804299,2.0,55.0,1,2.64,0,14,8,0.13204392174349255,125000.0,125000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,55.0,0,0,0,1,0,0
17045,274956885,2.0,50.0,2,2.64,1,11,4,0.19240844991917952,135000.0,135000.0,0.0,1,1.0,0.005573825316314587,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2,0,50.0,0,0,0,1,0,0
17046,273532837,4.0,90.0,1,3.11,0,21,5,0.040633186555933336,180000.0,180000.0,0.0,0,1.0,0.007580402430187838,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90.0,0,0,0,0,0,1
17047,273879417,4.0,105.0,1,3.0,0,19,15,0.17852962488155621,200000.0,250000.0,0.0,0,1.0,0.007580402430187838,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,105.0,0,0,0,0,0,1
17048,274193255,3.0,94.0,1,3.1,0,20,11,0.17852962488155621,200000.0,200000.0,0.0,0,1.0,0.005462348809988295,0,0,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,2,1,95.0,0,0,0,0,0,1
17049,265278662,3.0,110.0,1,2.64,0,20,14,0.17852962488155621,270000.0,270000.0,0.0,0,1.0,0.005573825316314587,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,3,2,110.0,0,0,0,0,0,1
17051,274895793,2.0,55.0,3,2.64,1,14,13,0.09018449361797001,55000.0,55000.0,0.0,0,1.0,0.005573825316314587,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,0,55.0,0,0,1,0,0,0
17052,273813538,3.0,70.0,4,3.0,0,7,5,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,70.0,0,0,1,0,0,0
17053,274781949,2.0,60.0,1,3.0,1,20,9,0.17852962488155621,120000.0,120000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,2,1,60.0,0,0,0,0,0,1
17054,272429516,5.0,190.0,4,2.8,0,14,2,0.19240844991917952,180000.0,180000.0,0.0,0,1.0,0.007580402430187838,0,4,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,190.0,0,0,1,0,0,0
17055,271952984,1.0,38.0,3,2.64,1,9,4,0.19240844991917952,38000.0,38000.0,0.0,0,1.0,0.007580402430187838,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,40.0,0,0,0,1,0,0
17056,273033457,1.0,40.0,3,2.64,1,13,6,0.3552198874087286,50000.0,50000.0,0.0,0,1.0,0.007580402430187838,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,2,0,40.0,0,0,1,0,0,0
17057,274985498,2.0,44.0,4,2.5,0,5,1,0.19240844991917952,55000.0,55000.0,0.0,0,1.0,0.005462348809988295,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,45.0,0,0,1,0,0,0
17058,273276185,3.0,78.0,3,2.64,0,13,4,0.3552198874087286,70000.0,70000.0,0.0,0,1.0,0.007580402430187838,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,80.0,0,0,1,0,0,0
17060,274980940,3.0,84.0,2,3.0,1,8,2,0.19240844991917952,80000.0,80000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,85.0,0,0,1,0,0,0
17061,270303566,2.0,52.0,4,2.7,0,9,3,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.005573825316314587,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,50.0,0,0,1,0,0,0
17062,274666424,3.0,70.0,2,3.2,1,7,5,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.007580402430187838,3,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,70.0,0,0,1,0,0,0
17063,274624116,3.0,78.0,3,2.64,0,10,5,0.13204392174349255,95000.0,95000.0,0.0,0,1.0,0.005573825316314587,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,80.0,0,0,0,1,0,0
17064,274693191,2.0,61.0,4,2.8,0,20,6,0.040633186555933336,145000.0,145000.0,0.0,0,2.0,0.005462348809988295,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,2,1,60.0,0,0,0,0,0,1
17065,270694841,3.0,93.0,1,2.64,0,18,13,0.13204392174349255,160000.0,160000.0,0.0,0,1.0,0.007580402430187838,1,0,2,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,95.0,0,0,0,1,0,0
17066,272340869,2.0,60.0,1,2.64,0,6,2,0.17852962488155621,177000.0,177000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,60.0,0,0,0,1,0,0
17067,273126646,5.0,190.0,2,2.64,0,14,2,0.13204392174349255,180000.0,180000.0,0.0,0,1.0,0.007580402430187838,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,190.0,0,0,0,1,0,0
17068,274944014,1.0,45.0,3,2.64,1,5,2,0.19240844991917952,40000.0,40000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,45.0,0,0,1,0,0,0
17069,274566898,1.0,35.0,3,2.48,1,9,4,0.19240844991917952,45000.0,45000.0,0.0,0,1.0,0.007580402430187838,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
17070,274935531,2.0,48.0,3,2.64,1,10,5,0.13204392174349255,54000.0,54000.0,0.0,0,1.0,0.0015049328354049384,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,50.0,0,0,1,0,0,0
17071,274716856,2.0,44.0,2,2.48,0,5,1,0.19240844991917952,55000.0,55000.0,0.0,0,1.0,0.005462348809988295,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,45.0,0,0,0,1,0,0
17072,269169148,2.0,43.0,4,2.7,0,9,7,0.19240844991917952,60000.0,60000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,45.0,0,0,0,1,0,0
17073,271979894,1.0,32.0,4,3.0,0,19,7,0.040633186555933336,68900.0,68900.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,30.0,0,0,0,0,0,1
17074,271510443,3.0,80.0,3,3.0,1,6,4,0.19240844991917952,70000.0,70000.0,0.0,0,1.0,0.007580402430187838,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,80.0,0,0,1,0,0,0
17075,274569797,2.0,54.0,1,2.64,0,5,3,0.19240844991917952,70000.0,70000.0,0.0,0,1.0,0.005573825316314587,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,55.0,0,0,0,1,0,0
17077,273171832,2.0,42.0,4,2.64,0,11,9,0.17852962488155621,82000.0,82000.0,0.0,0,1.0,0.007580402430187838,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1
17078,273165038,4.0,90.0,3,2.64,1,5,3,0.19240844991917952,85000.0,85000.0,0.0,0,1.0,0.007580402430187838,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,90.0,0,0,1,0,0,0
17079,274934212,3.0,71.0,3,2.64,1,7,6,0.19240844991917952,85000.0,85000.0,0.0,0,1.0,0.005573825316314587,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,70.0,0,0,0,1,0,0
17080,274760574,2.0,45.0,1,2.64,0,5,5,0.19240844991917952,85000.0,85000.0,0.0,1,1.0,0.007580402430187838,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
17081,271513042,2.0,52.0,1,2.64,1,9,4,0.19240844991917952,85000.0,85000.0,0.0,0,1.0,0.0015049328354049384,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,50.0,0,0,0,1,0,0
17082,244740192,2.0,60.0,1,2.64,1,9,3,0.19240844991917952,90000.0,90000.0,0.0,0,1.0,0.005573825316314587,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,60.0,0,0,0,1,0,0
17083,257652285,2.0,62.0,1,2.64,0,17,5,0.17852962488155621,100000.0,100000.0,0.0,0,1.0,0.002898389164483585,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,60.0,0,0,0,1,0,0
17084,273596383,2.0,62.0,1,3.0,0,20,6,0.19240844991917952,145000.0,145000.0,0.0,0,1.0,0.005462348809988295,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,2,1,60.0,0,0,0,0,1,0
17085,274153586,3.0,100.0,1,2.64,0,17,5,0.17852962488155621,170000.0,170000.0,0.0,0,1.0,0.002898389164483585,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,100.0,0,0,0,0,0,1
17086,274004276,3.0,107.0,2,2.64,0,6,3,0.17852962488155621,190000.0,190000.0,0.0,0,1.0,0.005573825316314587,0,0,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,105.0,0,0,1,0,0,0
17088,263043982,1.0,32.0,3,2.64,1,12,11,0.19240844991917952,30000.0,15000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,2,0,30.0,0,0,0,1,0,0
17089,272659273,1.0,33.0,0,2.64,1,9,5,0.19240844991917952,30000.0,30000.0,0.0,0,1.0,0.007580402430187838,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
17090,162067430,1.0,30.0,3,2.64,1,12,9,0.19240844991917952,35000.0,35000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,30.0,0,0,1,0,0,0
17091,274905922,1.0,35.0,3,2.5,0,5,2,0.19240844991917952,38000.0,38000.0,0.0,0,0.0,0.005462348809988295,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,35.0,0,0,0,0,1,0
17093,273957764,1.0,34.0,3,2.64,0,5,4,0.19240844991917952,38000.0,38000.0,0.0,0,1.0,0.005573825316314587,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
17094,273567364,2.0,43.0,3,2.48,1,16,7,0.09018449361797001,41000.0,41000.0,0.0,0,1.0,0.005573825316314587,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,2,0,45.0,0,0,0,1,0,0
17095,272180507,1.0,32.0,3,2.64,1,5,2,0.19240844991917952,43500.0,45000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,30.0,0,0,0,1,0,0
17096,272520244,1.0,38.0,4,3.0,0,5,3,0.19240844991917952,45000.0,45000.0,0.0,0,1.0,0.005462348809988295,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,40.0,0,0,0,1,0,0
17097,274187368,1.0,35.0,3,2.64,0,5,4,0.19240844991917952,45000.0,45000.0,0.0,0,1.0,0.005462348809988295,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,35.0,0,0,1,0,0,0
17098,273353441,1.0,35.0,3,2.64,1,8,3,0.09018449361797001,45000.0,40000.0,0.0,0,1.0,0.005573825316314587,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,35.0,0,0,0,1,0,0
17099,208556842,1.0,35.0,2,2.64,1,9,8,0.19240844991917952,45000.0,50000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,0,35.0,0,0,1,0,0,0
17100,273690694,2.0,37.3,3,2.64,1,14,4,0.09018449361797001,45000.0,45000.0,0.0,0,1.0,0.005573825316314587,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
17101,274324108,1.0,32.4,3,2.64,1,7,4,0.19240844991917952,46000.0,46000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,30.0,0,0,0,1,0,0
17102,274847948,1.0,36.0,4,2.5,0,16,6,0.09018449361797001,47000.0,47000.0,0.0,0,1.0,0.005573825316314587,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,2,0,35.0,0,0,0,1,0,0
17103,273221636,1.0,37.0,3,2.64,0,13,3,0.13204392174349255,50000.0,50000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,35.0,0,0,0,0,1,0
17104,267519887,1.0,36.0,4,2.8,0,13,7,0.3552198874087286,50000.0,25000.0,0.0,0,1.0,0.007580402430187838,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,35.0,0,0,1,0,0,0
17105,274482940,1.0,38.0,3,2.64,1,5,5,0.19240844991917952,50000.0,50000.0,0.0,1,1.0,0.005462348809988295,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,40.0,0,0,0,1,0,0
17106,274488197,1.0,31.5,2,2.64,1,8,5,0.09018449361797001,50000.0,75000.0,0.0,0,1.0,0.005573825316314587,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,30.0,0,0,0,1,0,0
17107,274306956,1.0,40.0,2,2.64,0,5,5,0.19240844991917952,50000.0,50000.0,0.0,0,1.0,0.005462348809988295,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,40.0,0,0,1,0,0,0
17108,274971463,1.0,27.0,2,2.64,1,12,9,0.19240844991917952,53000.0,53000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,2,0,25.0,0,0,0,1,0,0
17109,274900984,2.0,60.0,3,3.0,1,6,1,0.19240844991917952,55000.0,55000.0,0.0,0,1.0,0.007580402430187838,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,60.0,0,0,1,0,0,0
17110,274924851,2.0,47.0,3,3.0,0,10,5,0.19240844991917952,58000.0,58000.0,0.0,0,1.0,0.0015049328354049384,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,45.0,0,0,1,0,0,0
17111,274382774,2.0,50.0,3,2.48,1,16,15,0.09018449361797001,60000.0,60000.0,0.0,0,1.0,0.005573825316314587,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,2,0,50.0,0,0,1,0,0,0
17112,235641905,2.0,55.0,1,2.64,1,7,7,0.19240844991917952,60000.0,60000.0,0.0,0,1.0,0.007580402430187838,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,55.0,0,0,0,1,0,0
17113,274842573,2.0,40.0,2,2.64,1,9,7,0.19240844991917952,63000.0,63000.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,40.0,0,0,0,1,0,0
17114,274739756,1.0,65.0,2,3.2,1,12,4,0.19240844991917952,65000.0,65000.0,0.0,0,0.0,0.005573825316314587,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,65.0,0,0,1,0,0,0
17115,251505659,2.0,53.0,2,2.7,1,14,3,0.19240844991917952,65000.0,65000.0,0.0,0,1.0,0.0015049328354049384,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,0,55.0,0,0,0,1,0,0
17116,274753478,2.0,52.0,2,2.64,1,12,3,0.19240844991917952,65000.0,65000.0,0.0,0,1.0,0.0015049328354049384,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,2,0,50.0,0,0,1,0,0,0
17117,274622872,1.0,32.0,2,3.0,1,19,8,0.17852962488155621,68900.0,68900.0,0.0,0,1.0,0.007580402430187838,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,30.0,0,0,0,0,0,1
17118,254912870,1.0,30.0,1,2.64,0,19,9,0.13204392174349255,69999.0,69999.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,2,1,30.0,0,0,0,0,0,1
17119,274211275,2.0,57.0,4,3.2,0,9,4,0.19240844991917952,69000.0,69000.0,0.0,1,1.0,0.005573825316314587,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,55.0,0,0,1,0,0,0
17120,273380654,1.0,32.0,2,2.64,0,18,7,0.17852962488155621,69000.0,69000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,30.0,0,0,0,1,0,0
17121,267663461,2.0,66.0,2,2.64,1,10,6,0.19240844991917952,70000.0,70000.0,0.0,0,1.0,0.0015049328354049384,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,0,65.0,0,0,0,1,0,0
17122,274995707,2.0,60.0,2,2.48,1,16,13,0.09018449361797001,70000.0,75000.0,0.0,0,1.0,0.005573825316314587,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,60.0,0,0,1,0,0,0
17123,265124950,3.0,79.0,3,2.64,1,9,3,0.19240844991917952,70000.0,70000.0,0.0,0,1.0,0.002898389164483585,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,80.0,0,0,0,1,0,0
17124,253701531,2.0,54.0,1,3.0,1,12,4,0.19240844991917952,72000.0,72000.0,0.0,0,1.0,0.005573825316314587,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,55.0,0,0,0,1,0,0
17125,273850641,1.0,38.0,2,3.2,1,15,7,0.17852962488155621,75000.0,75000.0,0.0,0,1.0,0.007580402430187838,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,40.0,0,0,0,0,0,1
17126,274749904,3.0,77.0,4,3.0,0,6,2,0.19240844991917952,75000.0,75000.0,0.0,0,1.0,0.005573825316314587,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,75.0,0,0,1,0,0,0
